Transition 1,Transition 2,Order,sigsys,a,b_1,c_1,d_1,b_2,c_2,d_2
5137.524Fe1,5146.101Cr1,42,36.24561980488385,459784.0006316415,-3.949079678054049,-262.00630674238266,23711.265031980536,0.00028246365976197286,-5.426419539720819,-2615.5965259595414
5137.524Fe1,5147.551Fe2,42,63.361975411516475,751114.8354691716,-38.68582942782911,-558.6024033869178,-25465.00272853005,0.003294900633254493,-683.6990469253382,3056.1067509876743
5137.524Fe1,5147.740Fe1,42,58.08489600344143,626207.913206389,-9.747130770439556,-27.798773422218705,-2934.424743973845,0.0009538711408259024,-798.9357953754924,355.6815483551277
5138.510Ni1,5138.813Fe1,42,4.408257573299223,4101.643176717556,-3.5347554410363866,-37.45538564053559,11602.686632178888,0.0002875910200953279,186.9653049361816,-1354.4388133181642
5138.510Ni1,5140.894Fe1,42,12.228737021322006,99990.41457354951,2.798450521133736,-75.85274951033301,15132.662993774016,-0.0002702890428285662,234.79872707174806,-1762.5807728648806
5138.510Ni1,5143.171Fe1,42,4.161346207871831,251415.7222825955,-1.9240583628264192,-54.018508802982176,12422.550661012867,0.00015227670468910613,139.81230198066518,-1438.3831144475378
5138.510Ni1,5144.213Ni1,42,20.849181568920336,406044.68320449523,-13.503940676594048,475.5636637258266,-15469.478618189642,0.0011934872696568106,188.64804913329982,1712.4358378944667
5138.510Ni1,5147.920Ni1,42,6.745390803904098,552073.5972763431,-5.779442122895429,-8.968323079294006,6551.947440786454,0.000469881360243314,77.32170160327007,-754.2511385820052
5138.510Ni1,5149.476Fe1,42,10.671645255232894,637529.1042724794,-6.593017627601642,-3.3919152858066397,9974.788586442079,0.0005584490338648552,-0.0038310173824796234,-1163.4123608624961
5138.510Ni1,5149.663Fe1,42,10.58545199574378,630781.599527621,-2.6865956385261454,-17.768995684245308,13301.93818126112,0.0001916049217247312,260.1272826304598,-1545.7343383144755
5138.813Fe1,5140.894Fe1,42,8.446828246255038,95806.28216860481,4.450506290272512,-45.57721333412938,6022.46417663504,-0.0003927647772272409,49.79772568654291,-693.3255936020745
5138.813Fe1,5143.171Fe1,42,2.4045122404439687,245537.36021946042,1.7760451017180245,-20.695051688113313,1423.5584731272063,-0.0001504190435089197,-54.647591400668894,-152.64665676615124
5138.813Fe1,5144.213Ni1,42,18.154446149520837,409408.1139670453,-8.798087554854057,562.2617191389602,-32078.86499644699,0.0008057231755812834,73.23784233759267,3642.4056019881978
5138.813Fe1,5147.920Ni1,42,6.227869963521927,548167.1521156763,-2.12985746067712,24.180727258108956,-5285.636398210068,0.00017203806694676162,-120.161992332621,626.8579836719567
5138.813Fe1,5149.476Fe1,42,8.274903036022419,632413.3148833606,-3.1400578044634164,39.74285817622963,-1069.0298202857318,0.0002779341373184047,-195.95957672425402,128.5525980189464
5138.813Fe1,5149.663Fe1,42,9.594171248939762,625336.2462935277,-0.3767868146804576,0.7813136975222359,3949.565743075253,9.989430031704731e-06,85.60135636697964,-450.5703643747105
5140.894Fe1,5143.171Fe1,42,9.437803077926192,149569.15428403858,-3.1321753847425517,20.65572129596033,-3912.949442973901,0.0002819479049539031,-92.06133143405772,461.40676509245776
5140.894Fe1,5147.920Ni1,42,8.604999051652221,451578.886924665,-6.864182177416865,65.86780971686031,-10574.70626292351,0.0005894605240163239,-174.95267303459332,1236.1022238887494
5140.894Fe1,5149.663Fe1,42,8.084308640676863,532210.3027244085,-5.251533643104467,40.45139845649863,-2726.7300585825724,0.0004396600115785576,15.307269511793795,315.8536818951403
5143.171Fe1,5144.213Ni1,42,19.82099357198768,155128.06536877854,-11.683693770959492,552.4683569732714,-28045.51927448168,0.0010509397957223976,-0.9098542118117905,3174.2311462797475
